propertyType,propertyAddress,agent,postalCode,city,state,country,status,price,currency,rooms,area,buyRent,garage,garden,swimmingPool,lat,lon,additionalInfo,image1,image2,image3
Commercial,727 Lerdahl Street,5ab37ead20bcfd7b5fdf6fa6,45271,Cincinnati,Ohio,United States,Available,793232,Dollar,495,Dottie,Rent,false,true,false,39.1668,-84.5382,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",http://dummyimage.com/151x109.jpg/dddddd/000000,http://dummyimage.com/201x230.jpg/5fa2dd/ffffff,http://dummyimage.com/135x216.jpg/cc0000/ffffff
Residential,9948 Jenifer Avenue,5ab37ead20bcfd7b5fdf6fa6,23668,Hampton,Virginia,United States,Available,341740,Dollar,122,Susan,Buy,true,true,true,37.0206,-76.3377,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,http://dummyimage.com/203x209.jpg/cc0000/ffffff,http://dummyimage.com/203x189.jpg/dddddd/000000,http://dummyimage.com/116x239.jpg/cc0000/ffffff
Residential,35 Northwestern Park,5ab37ead20bcfd7b5fdf6fa6,53220,Milwaukee,Wisconsin,United States,Available,537934,Dollar,479,Bunting,Rent,false,true,false,42.9559,-87.9933,Fusce consequat. Nulla nisl. Nunc nisl.,http://dummyimage.com/122x146.jpg/dddddd/000000,http://dummyimage.com/163x219.jpg/cc0000/ffffff,http://dummyimage.com/153x113.jpg/ff4444/ffffff
Residential,22 Waxwing Parkway,5ab37ead20bcfd7b5fdf6fa6,59105,Billings,Montana,United States,Available,407413,Dollar,229,Brown,Rent,true,false,true,45.9497,-108.599,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",http://dummyimage.com/114x112.jpg/ff4444/ffffff,http://dummyimage.com/225x230.jpg/dddddd/000000,http://dummyimage.com/127x247.jpg/dddddd/000000
Residential,31 Stang Crossing,5ab37ead20bcfd7b5fdf6fa6,20904,Silver Spring,Maryland,United States,Unavailable,734072,Dollar,396,Larry,Rent,true,true,false,39.0668,-76.9969,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,http://dummyimage.com/223x181.jpg/ff4444/ffffff,http://dummyimage.com/242x229.jpg/5fa2dd/ffffff,http://dummyimage.com/179x176.jpg/ff4444/ffffff
Residential,51443 Rowland Way,5ab37ead20bcfd7b5fdf6fa6,10310,Staten Island,New York,United States,Available,279925,Dollar,498,Comanche,Buy,false,false,false,40.6324,-74.1172,Sed ante. Vivamus tortor. Duis mattis egestas metus.,http://dummyimage.com/220x202.jpg/cc0000/ffffff,http://dummyimage.com/119x195.jpg/5fa2dd/ffffff,http://dummyimage.com/185x199.jpg/5fa2dd/ffffff
Commercial,4 Parkside Lane,5ab37ead20bcfd7b5fdf6fa6,24503,Lynchburg,Virginia,United States,Available,930857,Dollar,399,Tomscot,Buy,true,true,true,37.4376,-79.205,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",http://dummyimage.com/208x158.jpg/ff4444/ffffff,http://dummyimage.com/146x227.jpg/ff4444/ffffff,http://dummyimage.com/164x250.jpg/dddddd/000000
Residential,6 Brickson Park Terrace,5ab37ead20bcfd7b5fdf6fa6,93305,Bakersfield,California,United States,Unavailable,825406,Dollar,18,North,Rent,true,true,true,35.3855,-118.986,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",http://dummyimage.com/157x248.jpg/ff4444/ffffff,http://dummyimage.com/213x157.jpg/5fa2dd/ffffff,http://dummyimage.com/112x132.jpg/cc0000/ffffff
Residential,13 Mifflin Point,5ab37ead20bcfd7b5fdf6fa6,39505,Gulfport,Mississippi,United States,Unavailable,269237,Dollar,160,Porter,Rent,false,false,true,30.4158,-89.0684,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",http://dummyimage.com/115x101.jpg/dddddd/000000,http://dummyimage.com/242x246.jpg/dddddd/000000,http://dummyimage.com/208x207.jpg/5fa2dd/ffffff
Commercial,82 Tony Place,5ab37ead20bcfd7b5fdf6fa6,97286,Portland,Oregon,United States,Available,60985,Dollar,441,Cottonwood,Buy,false,true,false,45.5806,-122.3748,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",http://dummyimage.com/217x136.jpg/5fa2dd/ffffff,http://dummyimage.com/151x109.jpg/5fa2dd/ffffff,http://dummyimage.com/106x188.jpg/5fa2dd/ffffff
Residential,44057 Petterle Point,5ab37ead20bcfd7b5fdf6fa6,50330,Des Moines,Iowa,United States,Available,807599,Dollar,112,Meadow Valley,Rent,true,true,true,41.6727,-93.5722,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,http://dummyimage.com/182x237.jpg/ff4444/ffffff,http://dummyimage.com/225x184.jpg/cc0000/ffffff,http://dummyimage.com/211x215.jpg/5fa2dd/ffffff
Commercial,13 Jenna Court,5ab37ead20bcfd7b5fdf6fa6,78703,Austin,Texas,United States,Available,743186,Dollar,45,Butternut,Buy,true,true,true,30.2907,-97.7648,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",http://dummyimage.com/228x231.jpg/5fa2dd/ffffff,http://dummyimage.com/221x239.jpg/5fa2dd/ffffff,http://dummyimage.com/236x238.jpg/ff4444/ffffff
Commercial,26340 East Center,5ab37ead20bcfd7b5fdf6fa6,85040,Phoenix,Arizona,United States,Available,125003,Dollar,69,Evergreen,Rent,true,true,false,33.4061,-112.0265,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",http://dummyimage.com/248x189.jpg/dddddd/000000,http://dummyimage.com/124x195.jpg/dddddd/000000,http://dummyimage.com/205x122.jpg/ff4444/ffffff
Commercial,2 Killdeer Trail,5ab37ead20bcfd7b5fdf6fa6,06905,Stamford,Connecticut,United States,Available,508897,Dollar,296,Scott,Rent,true,true,true,41.0888,-73.5435,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",http://dummyimage.com/173x164.jpg/5fa2dd/ffffff,http://dummyimage.com/212x250.jpg/dddddd/000000,http://dummyimage.com/164x186.jpg/ff4444/ffffff
Commercial,9716 Spaight Trail,5ab37ead20bcfd7b5fdf6fa6,43615,Toledo,Ohio,United States,Unavailable,723381,Dollar,373,Park Meadow,Rent,true,true,true,41.6492,-83.6706,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",http://dummyimage.com/183x128.jpg/5fa2dd/ffffff,http://dummyimage.com/224x130.jpg/dddddd/000000,http://dummyimage.com/208x123.jpg/cc0000/ffffff
Commercial,9 Golf Trail,5ab37ead20bcfd7b5fdf6fa6,89087,North Las Vegas,Nevada,United States,Unavailable,331505,Dollar,173,1st,Buy,false,true,false,36.2204,-115.1458,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",http://dummyimage.com/235x154.jpg/5fa2dd/ffffff,http://dummyimage.com/123x178.jpg/5fa2dd/ffffff,http://dummyimage.com/107x228.jpg/cc0000/ffffff
Residential,82781 Westerfield Alley,5ab37ead20bcfd7b5fdf6fa6,77228,Houston,Texas,United States,Unavailable,373002,Dollar,32,Amoth,Rent,true,true,false,29.834,-95.4342,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",http://dummyimage.com/188x128.jpg/5fa2dd/ffffff,http://dummyimage.com/124x238.jpg/dddddd/000000,http://dummyimage.com/225x248.jpg/5fa2dd/ffffff
Residential,378 Butterfield Alley,5ab37ead20bcfd7b5fdf6fa6,19725,Newark,Delaware,United States,Unavailable,687242,Dollar,281,Rutledge,Rent,true,false,true,39.5645,-75.597,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",http://dummyimage.com/128x165.jpg/5fa2dd/ffffff,http://dummyimage.com/246x155.jpg/5fa2dd/ffffff,http://dummyimage.com/158x138.jpg/dddddd/000000
Commercial,9314 Pierstorff Trail,5ab37ead20bcfd7b5fdf6fa6,47905,Lafayette,Indiana,United States,Unavailable,900858,Dollar,175,Corben,Rent,false,false,false,40.4001,-86.8602,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",http://dummyimage.com/117x154.jpg/cc0000/ffffff,http://dummyimage.com/151x118.jpg/ff4444/ffffff,http://dummyimage.com/144x119.jpg/cc0000/ffffff
Residential,052 New Castle Road,5ab37ead20bcfd7b5fdf6fa6,20566,Washington,District of Columbia,United States,Unavailable,51961,Dollar,421,Scott,Rent,true,true,true,38.8971,-77.0554,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",http://dummyimage.com/213x103.jpg/cc0000/ffffff,http://dummyimage.com/120x181.jpg/ff4444/ffffff,http://dummyimage.com/249x169.jpg/5fa2dd/ffffff
Commercial,61638 Wayridge Center,5ab37ead20bcfd7b5fdf6fa6,33742,Saint Petersburg,Florida,United States,Available,182571,Dollar,498,Sugar,Rent,false,false,true,27.8918,-82.7248,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",http://dummyimage.com/123x223.jpg/cc0000/ffffff,http://dummyimage.com/109x137.jpg/ff4444/ffffff,http://dummyimage.com/148x121.jpg/ff4444/ffffff
Commercial,44509 Holy Cross Way,5ab37ead20bcfd7b5fdf6fa6,55579,Maple Plain,Minnesota,United States,Available,372675,Dollar,266,Basil,Buy,true,false,false,45.0159,-93.4719,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",http://dummyimage.com/226x227.jpg/5fa2dd/ffffff,http://dummyimage.com/234x141.jpg/ff4444/ffffff,http://dummyimage.com/223x151.jpg/5fa2dd/ffffff
Commercial,47809 Everett Junction,5ab37ead20bcfd7b5fdf6fa6,33615,Tampa,Florida,United States,Unavailable,323664,Dollar,104,Crownhardt,Rent,false,false,true,28.0081,-82.5805,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",http://dummyimage.com/140x182.jpg/5fa2dd/ffffff,http://dummyimage.com/154x112.jpg/5fa2dd/ffffff,http://dummyimage.com/113x131.jpg/cc0000/ffffff
Commercial,35201 Melby Pass,5ab37ead20bcfd7b5fdf6fa6,46295,Indianapolis,Indiana,United States,Available,178771,Dollar,284,International,Rent,false,false,true,39.7795,-86.1328,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",http://dummyimage.com/245x211.jpg/5fa2dd/ffffff,http://dummyimage.com/210x134.jpg/ff4444/ffffff,http://dummyimage.com/156x189.jpg/5fa2dd/ffffff
Residential,140 Annamark Circle,5ab37ead20bcfd7b5fdf6fa6,67215,Wichita,Kansas,United States,Available,349539,Dollar,304,Fieldstone,Buy,false,true,true,37.6333,-97.425,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",http://dummyimage.com/200x112.jpg/dddddd/000000,http://dummyimage.com/235x139.jpg/dddddd/000000,http://dummyimage.com/230x165.jpg/dddddd/000000
Residential,431 Shelley Place,5ab37ead20bcfd7b5fdf6fa6,35815,Huntsville,Alabama,United States,Unavailable,594608,Dollar,396,Holy Cross,Buy,true,true,true,34.734,-86.5229,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",http://dummyimage.com/250x139.jpg/5fa2dd/ffffff,http://dummyimage.com/241x236.jpg/dddddd/000000,http://dummyimage.com/114x223.jpg/dddddd/000000
Residential,98 Red Cloud Road,5ab37ead20bcfd7b5fdf6fa6,66617,Topeka,Kansas,United States,Available,73941,Dollar,81,Mendota,Rent,false,true,true,39.1271,-95.6384,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",http://dummyimage.com/167x245.jpg/ff4444/ffffff,http://dummyimage.com/174x163.jpg/ff4444/ffffff,http://dummyimage.com/230x180.jpg/cc0000/ffffff
Commercial,86 Old Gate Alley,5ab37ead20bcfd7b5fdf6fa6,48092,Warren,Michigan,United States,Available,519479,Dollar,353,Blackbird,Rent,false,true,false,42.5125,-83.0643,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",http://dummyimage.com/115x129.jpg/ff4444/ffffff,http://dummyimage.com/161x209.jpg/ff4444/ffffff,http://dummyimage.com/170x138.jpg/dddddd/000000
Residential,712 Pleasure Center,5ab37ead20bcfd7b5fdf6fa6,21229,Baltimore,Maryland,United States,Available,704846,Dollar,60,Jenna,Buy,true,true,true,39.2856,-76.6899,Phasellus in felis. Donec semper sapien a libero. Nam dui.,http://dummyimage.com/124x155.jpg/cc0000/ffffff,http://dummyimage.com/162x208.jpg/cc0000/ffffff,http://dummyimage.com/240x210.jpg/5fa2dd/ffffff
Commercial,1065 Independence Way,5ab37ead20bcfd7b5fdf6fa6,28289,Charlotte,North Carolina,United States,Available,733854,Dollar,37,Bashford,Buy,true,true,false,35.26,-80.8042,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",http://dummyimage.com/196x151.jpg/ff4444/ffffff,http://dummyimage.com/238x182.jpg/cc0000/ffffff,http://dummyimage.com/218x206.jpg/5fa2dd/ffffff
Residential,99 Mitchell Plaza,5ab37ead20bcfd7b5fdf6fa6,94132,San Francisco,California,United States,Unavailable,436243,Dollar,472,Del Mar,Rent,false,true,false,37.7211,-122.4754,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",http://dummyimage.com/196x237.jpg/cc0000/ffffff,http://dummyimage.com/248x230.jpg/dddddd/000000,http://dummyimage.com/240x160.jpg/ff4444/ffffff
Commercial,1375 Talmadge Avenue,5ab37ead20bcfd7b5fdf6fa6,30316,Atlanta,Georgia,United States,Unavailable,631323,Dollar,117,Ruskin,Rent,true,false,true,33.7217,-84.3339,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",http://dummyimage.com/159x189.jpg/cc0000/ffffff,http://dummyimage.com/155x248.jpg/ff4444/ffffff,http://dummyimage.com/191x196.jpg/5fa2dd/ffffff
Residential,921 Crescent Oaks Drive,5ab37ead20bcfd7b5fdf6fa6,19109,Philadelphia,Pennsylvania,United States,Available,903253,Dollar,491,Roxbury,Rent,false,true,false,39.9496,-75.1637,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",http://dummyimage.com/221x243.jpg/cc0000/ffffff,http://dummyimage.com/140x221.jpg/5fa2dd/ffffff,http://dummyimage.com/184x204.jpg/cc0000/ffffff
Residential,70 Emmet Trail,5ab37ead20bcfd7b5fdf6fa6,48550,Flint,Michigan,United States,Available,850952,Dollar,151,Fulton,Rent,false,true,false,43.0349,-83.6887,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",http://dummyimage.com/241x162.jpg/dddddd/000000,http://dummyimage.com/221x160.jpg/cc0000/ffffff,http://dummyimage.com/116x210.jpg/ff4444/ffffff
Residential,7405 West Parkway,5ab37ead20bcfd7b5fdf6fa6,85072,Phoenix,Arizona,United States,Unavailable,312527,Dollar,172,Havey,Rent,true,false,true,33.2765,-112.1872,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",http://dummyimage.com/212x194.jpg/ff4444/ffffff,http://dummyimage.com/151x138.jpg/dddddd/000000,http://dummyimage.com/129x124.jpg/dddddd/000000
Commercial,485 Monument Court,5ab37ead20bcfd7b5fdf6fa6,92191,San Diego,California,United States,Available,947817,Dollar,271,Oak,Rent,true,false,false,33.0169,-116.846,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",http://dummyimage.com/207x212.jpg/ff4444/ffffff,http://dummyimage.com/139x223.jpg/ff4444/ffffff,http://dummyimage.com/109x122.jpg/5fa2dd/ffffff
Commercial,4640 Rigney Place,5ab37ead20bcfd7b5fdf6fa6,33758,Clearwater,Florida,United States,Available,48055,Dollar,352,3rd,Rent,false,false,false,27.8918,-82.7248,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",http://dummyimage.com/111x106.jpg/ff4444/ffffff,http://dummyimage.com/130x165.jpg/5fa2dd/ffffff,http://dummyimage.com/140x100.jpg/5fa2dd/ffffff
Residential,7363 Dottie Place,5ab37ead20bcfd7b5fdf6fa6,06859,Norwalk,Connecticut,United States,Unavailable,739717,Dollar,292,Upham,Rent,true,true,false,41.3089,-73.3637,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",http://dummyimage.com/101x246.jpg/dddddd/000000,http://dummyimage.com/179x202.jpg/ff4444/ffffff,http://dummyimage.com/232x248.jpg/5fa2dd/ffffff
