propertyType,propertyAddress,agent,postalCode,city,state,country,status,price,currency,rooms,area,buyRent,garage,garden,swimmingPool,lat,lon,additionalInfo,image1,image2,image3
Building,3736 Arizona Plaza,Anad Panchal,55103,Kars,Minnesota,United States,Unavailable,704421,Dollar,64,Fuller,Buy,true,false,false,44.9608,-93.1216,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",http://dummyimage.com/148x162.jpg/dddddd/000000,http://dummyimage.com/108x149.jpg/ff4444/ffffff,http://dummyimage.com/168x231.jpg/cc0000/ffffff
Building,0 Anhalt Terrace,Tirth Barot,19886,Kastamonu,Delaware,United States,Unavailable,686774,Dollar,182,Lakewood,Rent,false,true,false,39.5645,-75.597,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",http://dummyimage.com/203x181.jpg/cc0000/ffffff,http://dummyimage.com/190x249.jpg/5fa2dd/ffffff,http://dummyimage.com/221x195.jpg/cc0000/ffffff
Building,97192 Alpine Park,Anad Panchal,88006,Kırklareli,New Mexico,United States,Unavailable,549415,Dollar,288,Jenna,Buy,true,true,true,32.3052,-106.7863,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,http://dummyimage.com/243x200.jpg/5fa2dd/ffffff,http://dummyimage.com/111x220.jpg/ff4444/ffffff,http://dummyimage.com/221x104.jpg/dddddd/000000
Building,48183 Oakridge Road,Anad Panchal,92013,Fnideq,California,United States,Unavailable,167593,Dollar,110,Little Fleur,Rent,true,false,false,33.0169,-116.846,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",http://dummyimage.com/105x153.jpg/ff4444/ffffff,http://dummyimage.com/245x178.jpg/dddddd/000000,http://dummyimage.com/115x142.jpg/ff4444/ffffff
Building,85872 Sycamore Way,Tirth Barot,92013,Aydın,California,United States,Unavailable,234582,Dollar,455,Toban,Rent,false,false,false,33.0169,-116.846,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",http://dummyimage.com/209x128.jpg/dddddd/000000,http://dummyimage.com/166x108.jpg/ff4444/ffffff,http://dummyimage.com/151x121.jpg/ff4444/ffffff
Flat,4 Homewood Avenue,Anad Panchal,15220,Adana,Pennsylvania,United States,Unavailable,622733,Dollar,439,Reindahl,Buy,true,true,true,40.4181,-80.0526,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",http://dummyimage.com/195x244.jpg/dddddd/000000,http://dummyimage.com/220x161.jpg/5fa2dd/ffffff,http://dummyimage.com/140x149.jpg/5fa2dd/ffffff
Building1,2262 Everett Terrace,Tirth Barot,24014,Adana,Virginia,United States,Unavailable,29223,Dollar,266,Waywood,Buy,true,true,true,37.2327,-79.9463,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",http://dummyimage.com/202x236.jpg/dddddd/000000,http://dummyimage.com/218x170.jpg/ff4444/ffffff,http://dummyimage.com/145x237.jpg/cc0000/ffffff
Building,070 Barnett Alley,Anad Panchal,47732,Fnideq,Indiana,United States,Available,979717,Dollar,96,Lawn,Rent,true,true,true,37.9971,-87.575,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",http://dummyimage.com/153x101.jpg/ff4444/ffffff,http://dummyimage.com/250x162.jpg/ff4444/ffffff,http://dummyimage.com/122x105.jpg/dddddd/000000
Flat,5 West Hill,Tirth Barot,80209,Hoceima,Colorado,United States,Unavailable,230522,Dollar,307,Erie,Buy,false,false,false,39.7074,-104.9686,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",http://dummyimage.com/146x245.jpg/dddddd/000000,http://dummyimage.com/249x168.jpg/ff4444/ffffff,http://dummyimage.com/176x231.jpg/cc0000/ffffff
Building,486 Manitowish Parkway,Anad Panchal,19115,Sebt Gzoula,Pennsylvania,United States,Unavailable,585147,Dollar,213,Fordem,Rent,false,true,true,40.0903,-75.041,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",http://dummyimage.com/158x163.jpg/ff4444/ffffff,http://dummyimage.com/223x237.jpg/cc0000/ffffff,http://dummyimage.com/174x121.jpg/5fa2dd/ffffff
Building,5 La Follette Plaza,Tirth Barot,78205,Hattane,Texas,United States,Available,370185,Dollar,419,Roth,Buy,true,true,false,29.4237,-98.4925,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",http://dummyimage.com/242x226.jpg/cc0000/ffffff,http://dummyimage.com/206x250.jpg/5fa2dd/ffffff,http://dummyimage.com/236x200.jpg/cc0000/ffffff
Flat,4403 Texas Alley,Anad Panchal,77288,Kars,Texas,United States,Available,999639,Dollar,201,Florence,Rent,false,false,true,29.834,-95.4342,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",http://dummyimage.com/177x114.jpg/cc0000/ffffff,http://dummyimage.com/117x217.jpg/cc0000/ffffff,http://dummyimage.com/224x145.jpg/cc0000/ffffff
Flat,0992 Annamark Point,Tirth Barot,45432,Kastamonu,Ohio,United States,Available,397048,Dollar,196,Kinsman,Buy,true,false,false,39.739,-84.0856,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",http://dummyimage.com/196x193.jpg/5fa2dd/ffffff,http://dummyimage.com/136x243.jpg/cc0000/ffffff,http://dummyimage.com/101x176.jpg/dddddd/000000
Flat,0254 Manitowish Drive,Anad Panchal,76016,Kırklareli,Texas,United States,Unavailable,543689,Dollar,13,East,Rent,true,false,true,32.6889,-97.1905,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",http://dummyimage.com/173x145.jpg/dddddd/000000,http://dummyimage.com/213x241.jpg/ff4444/ffffff,http://dummyimage.com/145x137.jpg/dddddd/000000
Building,100 Glacier Hill Lane,Anad Panchal,45470,Fnideq,Ohio,United States,Available,775762,Dollar,382,Buhler,Buy,false,false,true,39.7505,-84.2686,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",http://dummyimage.com/114x114.jpg/5fa2dd/ffffff,http://dummyimage.com/146x235.jpg/ff4444/ffffff,http://dummyimage.com/170x180.jpg/cc0000/ffffff
Flat,06024 Huxley Parkway,Tirth Barot,61709,Aydın,Illinois,United States,Available,249101,Dollar,132,Gale,Rent,true,true,true,40.4614,-88.953,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",http://dummyimage.com/104x156.jpg/ff4444/ffffff,http://dummyimage.com/188x164.jpg/5fa2dd/ffffff,http://dummyimage.com/222x145.jpg/cc0000/ffffff
Flat,924 Arkansas Trail,Anad Panchal,90505,Adana,California,United States,Unavailable,695016,Dollar,40,Sundown,Buy,false,true,false,33.8106,-118.3507,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",http://dummyimage.com/162x245.jpg/dddddd/000000,http://dummyimage.com/174x120.jpg/dddddd/000000,http://dummyimage.com/161x215.jpg/ff4444/ffffff
Building,21014 Victoria Avenue,Tirth Barot,70820,Adana,Louisiana,United States,Available,622743,Dollar,363,Maywood,Buy,false,true,true,30.3795,-91.1671,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",http://dummyimage.com/179x193.jpg/ff4444/ffffff,http://dummyimage.com/179x144.jpg/5fa2dd/ffffff,http://dummyimage.com/109x207.jpg/dddddd/000000
Building,14 Hoard Avenue,Anad Panchal,66225,Fnideq,Kansas,United States,Available,635682,Dollar,217,Sugar,Buy,true,true,false,38.8999,-94.832,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",http://dummyimage.com/126x169.jpg/ff4444/ffffff,http://dummyimage.com/240x242.jpg/5fa2dd/ffffff,http://dummyimage.com/126x226.jpg/ff4444/ffffff
Flat,49232 Prentice Avenue,Tirth Barot,85297,Hoceima,Arizona,United States,Available,177127,Dollar,408,Lakewood Gardens,Rent,false,false,false,33.2781,-111.7096,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",http://dummyimage.com/185x206.jpg/ff4444/ffffff,http://dummyimage.com/172x120.jpg/ff4444/ffffff,http://dummyimage.com/248x248.jpg/ff4444/ffffff
Building,49 Dryden Hill,Anad Panchal,67220,Sebt Gzoula,Kansas,United States,Unavailable,814868,Dollar,383,International,Rent,true,true,true,37.7667,-97.2805,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",http://dummyimage.com/236x135.jpg/cc0000/ffffff,http://dummyimage.com/175x103.jpg/dddddd/000000,http://dummyimage.com/199x182.jpg/ff4444/ffffff
Building,18991 Starling Place,Tirth Barot,84145,Hattane,Utah,United States,Unavailable,700316,Dollar,95,Park Meadow,Rent,true,false,true,40.6681,-111.9083,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",http://dummyimage.com/248x101.jpg/5fa2dd/ffffff,http://dummyimage.com/172x204.jpg/5fa2dd/ffffff,http://dummyimage.com/210x120.jpg/dddddd/000000
Building,6 Utah Place,Anad Panchal,25313,Kars,West Virginia,United States,Available,695929,Dollar,196,Atwood,Buy,false,true,false,38.4142,-81.7582,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",http://dummyimage.com/186x175.jpg/cc0000/ffffff,http://dummyimage.com/236x115.jpg/5fa2dd/ffffff,http://dummyimage.com/225x222.jpg/ff4444/ffffff
Flat,0 Independence Center,Tirth Barot,90398,Kastamonu,California,United States,Unavailable,67934,Dollar,207,Cordelia,Rent,true,true,false,33.7866,-118.2987,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",http://dummyimage.com/114x181.jpg/ff4444/ffffff,http://dummyimage.com/250x243.jpg/5fa2dd/ffffff,http://dummyimage.com/165x247.jpg/ff4444/ffffff
Building,9 Randy Crossing,Anad Panchal,76147,Kırklareli,Texas,United States,Unavailable,263406,Dollar,361,Londonderry,Rent,true,false,false,32.7714,-97.2915,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",http://dummyimage.com/100x159.jpg/ff4444/ffffff,http://dummyimage.com/136x167.jpg/dddddd/000000,http://dummyimage.com/231x208.jpg/cc0000/ffffff
Building,6885 Tennessee Hill,Anad Panchal,58207,Fnideq,North Dakota,United States,Available,957318,Dollar,17,Little Fleur,Rent,true,true,false,47.9335,-97.3944,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",http://dummyimage.com/161x119.jpg/5fa2dd/ffffff,http://dummyimage.com/149x216.jpg/ff4444/ffffff,http://dummyimage.com/202x245.jpg/5fa2dd/ffffff
Building,56 Ridgeview Crossing,Tirth Barot,64136,Aydın,Missouri,United States,Available,903448,Dollar,155,Ridgeway,Rent,true,false,false,39.0187,-94.4008,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",http://dummyimage.com/110x147.jpg/dddddd/000000,http://dummyimage.com/147x157.jpg/5fa2dd/ffffff,http://dummyimage.com/163x190.jpg/cc0000/ffffff
Building,0 Algoma Pass,Anad Panchal,55412,Adana,Minnesota,United States,Available,422911,Dollar,472,Summer Ridge,Buy,true,true,true,45.0242,-93.302,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",http://dummyimage.com/229x200.jpg/cc0000/ffffff,http://dummyimage.com/153x238.jpg/ff4444/ffffff,http://dummyimage.com/158x213.jpg/ff4444/ffffff
Building,6136 Hoard Circle,Tirth Barot,89105,Adana,Nevada,United States,Available,929648,Dollar,89,Crescent Oaks,Buy,true,false,true,36.086,-115.1471,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",http://dummyimage.com/164x229.jpg/cc0000/ffffff,http://dummyimage.com/218x106.jpg/cc0000/ffffff,http://dummyimage.com/198x168.jpg/cc0000/ffffff
Flat,62341 Burning Wood Circle,Anad Panchal,28055,Fnideq,North Carolina,United States,Available,478092,Dollar,164,Bunker Hill,Buy,true,true,true,35.284,-81.1897,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",http://dummyimage.com/116x232.jpg/dddddd/000000,http://dummyimage.com/220x103.jpg/dddddd/000000,http://dummyimage.com/142x146.jpg/5fa2dd/ffffff
Building,3995 Everett Plaza,Tirth Barot,75372,Hoceima,Texas,United States,Unavailable,720002,Dollar,273,Heffernan,Rent,true,true,false,32.7673,-96.7776,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,http://dummyimage.com/105x180.jpg/cc0000/ffffff,http://dummyimage.com/101x207.jpg/5fa2dd/ffffff,http://dummyimage.com/122x244.jpg/5fa2dd/ffffff
Building,5 Center Pass,Anad Panchal,49505,Sebt Gzoula,Michigan,United States,Available,493280,Dollar,247,Kingsford,Buy,true,false,false,43.012,-85.6309,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",http://dummyimage.com/129x163.jpg/dddddd/000000,http://dummyimage.com/116x167.jpg/5fa2dd/ffffff,http://dummyimage.com/122x146.jpg/dddddd/000000
Building,2 Gulseth Point,Tirth Barot,22234,Hattane,Virginia,United States,Available,480739,Dollar,122,Bellgrove,Buy,true,true,false,38.8808,-77.113,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",http://dummyimage.com/125x209.jpg/ff4444/ffffff,http://dummyimage.com/184x159.jpg/5fa2dd/ffffff,http://dummyimage.com/110x231.jpg/ff4444/ffffff
Flat,8 Goodland Lane,Anad Panchal,79934,Kars,Texas,United States,Available,920885,Dollar,446,Moulton,Rent,false,true,false,31.9386,-106.4073,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",http://dummyimage.com/165x175.jpg/cc0000/ffffff,http://dummyimage.com/216x179.jpg/dddddd/000000,http://dummyimage.com/206x168.jpg/dddddd/000000
Flat,51 Bayside Pass,Tirth Barot,61656,Kastamonu,Illinois,United States,Unavailable,337398,Dollar,63,Marcy,Buy,true,false,true,40.7442,-89.7184,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",http://dummyimage.com/106x185.jpg/ff4444/ffffff,http://dummyimage.com/209x166.jpg/5fa2dd/ffffff,http://dummyimage.com/232x178.jpg/cc0000/ffffff
Flat,9811 Menomonie Avenue,Anad Panchal,48126,Kırklareli,Michigan,United States,Available,612707,Dollar,225,Gateway,Rent,false,true,false,42.3349,-83.1801,Phasellus in felis. Donec semper sapien a libero. Nam dui.,http://dummyimage.com/224x169.jpg/5fa2dd/ffffff,http://dummyimage.com/154x210.jpg/ff4444/ffffff,http://dummyimage.com/215x246.jpg/ff4444/ffffff
Flat2,47444 Pleasure Trail,Anad Panchal,81010,Fnideq,Colorado,United States,Unavailable,541936,Dollar,304,Namekagon,Buy,true,true,true,38.1286,-104.5523,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",http://dummyimage.com/158x154.jpg/dddddd/000000,http://dummyimage.com/193x131.jpg/ff4444/ffffff,http://dummyimage.com/183x212.jpg/ff4444/ffffff
Building,401 Nancy Avenue,Tirth Barot,74126,Aydın,Oklahoma,United States,Available,888112,Dollar,248,Fairfield,Buy,false,false,false,36.2383,-95.9931,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",http://dummyimage.com/117x112.jpg/ff4444/ffffff,http://dummyimage.com/158x235.jpg/dddddd/000000,http://dummyimage.com/181x101.jpg/cc0000/ffffff
Flat,053 Moland Junction,Anad Panchal,50330,Adana,Iowa,United States,Unavailable,623071,Dollar,144,Coolidge,Buy,true,false,false,41.6727,-93.5722,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",http://dummyimage.com/228x229.jpg/dddddd/000000,http://dummyimage.com/125x138.jpg/ff4444/ffffff,http://dummyimage.com/114x192.jpg/ff4444/ffffff
Flat,04552 Atwood Parkway,Tirth Barot,50369,Adana,Iowa,United States,Available,170459,Dollar,257,Northridge,Buy,false,true,false,41.6727,-93.5722,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",http://dummyimage.com/207x124.jpg/5fa2dd/ffffff,http://dummyimage.com/146x161.jpg/ff4444/ffffff,http://dummyimage.com/226x137.jpg/5fa2dd/ffffff
Building,14406 Eggendart Parkway,Anad Panchal,20268,Fnideq,District of Columbia,United States,Available,146496,Dollar,348,Talisman,Buy,true,false,true,38.8933,-77.0146,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",http://dummyimage.com/144x247.jpg/ff4444/ffffff,http://dummyimage.com/145x219.jpg/5fa2dd/ffffff,http://dummyimage.com/225x219.jpg/cc0000/ffffff
